3afb46b7-e1e9-406b-8a8d-d1c2c91abd41;TELEPORT2;4;5;2;1;0;1000;2;1600;3;1;1;
6fe64e76-9463-44ec-a6fd-70efcfa34c66;PILOTING2;2;1;2;1;0;10000;0;0;2;1;
d76ad5fa-7cc2-4935-afa4-9276d47bd9cc;BOU_REACTOR4;2;5;2;2;0;8000;0;0;57;0;1;
f2ae3af1-e3b8-496f-ae97-114f605e7727;OXYGEN1;4;3;2;1;0;1000;1;0;2;1;1;
afabe57a-af91-4722-ae24-6b0f321a0bd4;DOOR_CONTROL1;4;4;2;1;0;1000;0;0;4;1;1;
a2017458-28cd-4fb2-8c2d-f7465c75c6ee;BOU_ENGINES2;8;7;2;1;0;1400;0;0;1;1;1;
3c028902-4931-485d-bcdb-0c54007e3c36;HYPERDRIVE2;6;5;2;2;0;3000;0;0;58;0;1;
eae4d80f-8f3f-4ba2-81cf-78e069182c40;SHIELDS4;2;2;2;2;0;4000;8;0;57;0;1;
54aa81e9-de60-48f8-9941-ee840d7672c3;BOU_Heavy_laser2;6;2;2;2;0;1000;1;600;58;1;359.0;13800.0;11064.0;0;
23ce0b34-e3ee-4697-9045-3ca39eccc13a;WEAPONS_CONTROL1;7;4;2;1;0;2000;0;0;5;1;
03f6d90a-985a-4309-9fe7-e49293599455;SENSORS1;2;7;2;1;0;1000;0;0;3;1;1;
52d5cf50-0168-42d7-87f1-358de0ad4464;BOU_TELEPORT2;6;1;2;1;0;1000;2;1600;2;1;1;
