167f2acb-ce9d-4245-8fca-9164f97f2f99;TELEPORT2;4;4;2;1;1;0;2;0;4;0;1;
7e776efe-8d29-40ba-a082-5a55d5b423ed;PILOTING2;6;1;2;1;0;10000;0;0;2;1;
da370b02-1116-4c31-9b88-3dcaa867adfa;BOU_REACTOR4;2;2;2;2;0;8000;0;0;57;0;1;
9a5c0b77-0cb2-4d91-8dcb-14e1f379632f;OXYGEN1;7;4;2;1;0;1000;1;0;5;1;1;
6b1849b6-c9dd-4456-8f45-7c76126bef4d;DOOR_CONTROL1;8;1;2;1;0;1000;0;0;1;1;1;
3e2ee47e-3bb1-48d9-b6a5-0d48f2f2c901;BOU_ENGINES1;2;1;2;1;0;1000;0;0;2;1;1;
7114b9a8-75d7-4aac-a1af-fb625fefe499;BOU_HYPERDRIVE1;6;2;2;2;0;1000;0;0;58;0;1;
e9e056b5-cf48-4a38-b28f-f115a26b3162;BOU_SHIELDS5;2;5;2;2;0;2000;10;0;57;0;1;
71377d22-b411-4eb2-b4d8-eded4626fb53;Triple_laser1;6;5;2;2;0;1500;3;2520;58;1;39.0;9528.0;10920.0;0;
6380b082-3174-4887-abe5-08807799eadd;WEAPONS_CONTROL1;2;7;2;1;0;2000;0;0;3;1;
c07ff659-bfa4-4751-ae3d-63d67e9269d8;SENSORS2;4;5;2;1;0;2000;0;0;3;1;1;
