71084921-cd64-4a2e-97f8-1a2429e6d9e1;TELEPORT2;1;4;2;1;0;1000;2;1600;13;1;1;
c1fecee2-4015-48db-a84f-8d8d65f6fc7f;PILOTING2;8;1;2;1;0;10000;0;0;1;1;
1155cd91-eda6-44d4-807f-5c872fabe4a2;BOU_REACTOR4;6;5;2;2;0;8000;0;0;58;0;1;
7a3c3749-4ca1-40b8-aa54-47dc0d74b765;OXYGEN2;4;3;2;1;0;2000;2;0;2;1;1;
2529d695-2f59-4b77-b550-eea2718c391b;DOOR_CONTROL2;6;7;2;1;0;2000;0;0;3;1;1;
e0175a83-44b7-48f9-a9f7-87c5ea61bae5;ENGINES2;7;4;2;1;0;1400;0;0;5;1;1;
4871c70f-4b23-4384-b18f-2992b9a1e59e;HYPERDRIVE1;2;2;2;2;0;1000;0;0;57;0;1;
f25344da-cc30-4bdc-8962-d366f32d6a8d;SHIELDS3;2;5;2;2;0;3000;6;0;57;0;1;
d85e135f-14f0-4346-85fe-3c905c3fa565;BOU_Pierce_laser1;6;2;2;2;0;1300;2;1520;58;1;349.0;11784.0;5208.0;0;
dda05809-f761-4c9b-849b-52451a1ea4b3;WEAPONS_CONTROL1;4;5;2;1;0;2000;0;0;3;1;
dc4651aa-7276-430a-a504-45c7f875d505;SENSORS2;2;7;2;1;0;2000;0;0;3;1;1;
