6384.0;12672.0;35d4f094-3e95-4ff6-9fac-d64e5d6790e0
6864.0;4992.0;31476b3a-02b6-4436-8ead-8f75a077ded7
7920.0;4464.0;ce017a95-80f9-4530-b776-94be21ea66f3
6480.0;6528.0;24c2f4bd-c217-4232-82c0-ad13ca1eaf81
9888.0;3552.0;2362346d-6088-4fae-ad41-6bc08f2e4973
6144.0;7536.0;85d9fcdb-708f-43bf-a9c0-30bdc7cba161
10896.0;8856.0;2b15fa3e-201e-44b2-a63f-daa05adcfa78
8928.0;10584.0;7668146a-9476-499f-b07a-1b1291ba843e
2112.0;2856.0;536c19b0-406b-4814-8029-6a8cd9893419
3120.0;3480.0;50435006-16f1-4101-bb7c-cf113ee690ee
8448.0;5280.0;22cc9e74-a8f2-4a83-aeed-ebed81cb2389
1008.0;3192.0;c8d9e429-29c1-4c76-9e2c-f97b198cc734
13656.0;7656.0;750449d6-5590-4061-807b-105349f9985e
8544.0;6096.0;5bfa5ce1-b9e1-42ae-a58b-d3e40fa3e17e
