9477.599991321564;3482.4000000953674;31ecd5ed-22d4-4f01-8c72-780c67c7b408
9861.600006580353;3429.599997997284;efe3a2ba-4bb2-423d-bb97-77465fc141e9
9621.59999704361;3530.400002002716;369e93f8-b097-42aa-807d-eb84f1703636
9595.199995994568;3576.0000038146973;f584837e-650c-449e-8a8d-1bcd486f9bd5
9626.399997234344;3520.8000016212463;b85a538b-1048-412c-871e-d70dc82ee46c
9578.39998960495;3383.9999990463257;5834dc73-2dc0-4dfd-9f70-e8841b1f1d73
9481.399995803833;3477.5999999046326;112f869f-0c48-4fb0-bbd0-d95458faafd3
8419.200004577637;4634.400007724762;81c0cee6-302d-444f-978e-e1ca65f86938
8325.600000858307;4581.599999904633;ea6ff33b-eb38-4dfd-bd1c-476d0a6e5334
10406.39999961853;4053.5999999046326;ba7121b4-088f-4083-8814-09229c33c82a
10032.0;4248.0;49c60690-c42a-4101-b06d-2359a0eedaf6
10032.0;4248.0;37974ffb-ad13-4ad8-b3e1-19b12986f894
10032.0;4248.0;92b76cf5-729e-4f6b-8c15-c8504a026b4d
10032.0;4248.0;1648ccb7-378f-4533-9525-34797d189fee
10032.0;4248.0;1274e3e6-520b-4bbb-8100-91a534872ada
