582a5242-d810-4214-84ac-30875748369a;13286.163161975524;4524.262784136265;0.0;0.0;237;5;Cruel Ecirane;0;none;0;0;0;
7cc8a549-9bf2-4945-ab2c-fbd9bf8c4ba9;13618.418762739562;4818.604071920089;0.0;0.0;294;5;Cruel Ecirane;1;none;0;0;0;
35148e93-dc45-4f5a-af1e-6efe17416089;13692.805843737971;4642.674774881626;0.0;0.0;310;5;Cruel Ecirane;0;none;0;0;0;
0b957b89-6420-4371-9de6-47dfc26afaa0;13077.056956186976;5317.86274631888;0.0;0.0;68;5;Cruel Ecirane;1;none;0;0;0;
74f643bb-47c2-450c-beae-60e9f41a16bf;13934.448267693391;4629.54749368542;0.0;0.0;237;5;Cruel Ecirane;2;none;0;0;0;
1b922302-6fa4-489b-9362-a96856e2b701;13117.220176704506;4626.667281920863;0.0;0.0;0;0;Cruel Ecirane;4;SHIP_SYSTEM:SENSORS2:;0;0;0;
23bee20e-f572-481c-a16b-3b5242f3bbd5;9150.7190808105;8212.139997610442;0.0;0.0;297;8;Uttermost Noise;2;none;0;0;0;
9ba4b029-6c5d-4eef-af84-96cb7abb6187;9406.910808684164;7936.411331161256;0.0;0.0;146;8;Uttermost Noise;1;none;0;0;0;
1fcc3a49-9d07-43a6-a189-e671847a4abd;9862.409991523713;8382.301707095652;0.0;0.0;316;8;Uttermost Noise;3;none;0;0;0;
2046b9b8-6dda-434b-922f-a4120dd47aac;9730.279497600657;7745.584608924664;0.0;0.0;351;8;Uttermost Noise;0;none;0;0;0;
336121ac-7981-430f-8dd0-d1c7bc809004;9510.661896392536;8379.086976835459;0.0;0.0;217;8;Uttermost Noise;1;none;0;0;0;
16e09b52-d369-4e4f-b5af-037e28f42a46;9171.122388171447;8288.272540966283;0.0;0.0;0;0;Uttermost Noise;3;none;1;0;0;
5c5903c7-c764-446b-aa09-b7737dfa8d65;8964.939013500023;7893.935645696549;0.0;0.0;50;0;Uttermost Noise;4;SHIP_SYSTEM:OXYGEN1:;0;0;0;
777b95eb-a587-420c-931b-cceda139f141;9952.689991282514;11790.048921632628;0.0;0.0;0;5;Elated Nereus;2;none;0;0;0;
b67f3d18-7a29-4592-b48e-9d43f6934cb5;9698.352555966761;12250.133401038856;0.0;0.0;291;5;Elated Nereus;2;none;0;0;0;
a07c6c94-9706-4651-9b1d-5cf2140faa2b;9758.45871396017;12111.03685211401;0.0;0.0;198;5;Elated Nereus;2;none;0;0;0;
f2605514-298d-4534-a34a-75b74b88a9c2;10297.370515898967;11733.909626580691;0.0;0.0;351;5;Elated Nereus;3;none;0;0;0;
f80538e4-2be1-45ec-af97-9f6cf53e88c6;10425.84766807341;11863.596750938063;0.0;0.0;221;5;Elated Nereus;3;none;0;0;0;
9ea11a6c-83e4-4445-a13b-c1fd3131fecf;10379.493380657674;12332.506700412046;0.0;0.0;318;0;Elated Nereus;1;none;1;0;0;
3fe054c4-6fb5-4ee2-9b68-96d3f75e9e66;7265.196632936849;2241.5336666644066;0.0;0.0;55;6;Ritzy Motion;2;none;0;0;0;
7839d103-11f6-4951-b4db-07352df27508;7178.05698642219;2114.672068021687;0.0;0.0;55;6;Ritzy Motion;2;none;0;0;0;
6b57397f-266f-4b90-b63c-f86b215d6a57;7855.291448639665;1384.0360965436898;0.0;0.0;180;6;Ritzy Motion;1;none;0;0;0;
d5f1dcf0-2804-4371-8762-4073b5a57f6a;6938.645469719651;1698.3055269025226;0.0;0.0;0;6;Ritzy Motion;0;none;0;0;0;
2eb59776-6b8e-466d-b442-77361784c3f9;7189.981709723206;1827.7744245984272;0.0;0.0;195;6;Ritzy Motion;3;none;0;0;0;
846d5769-356f-4feb-b4ae-2ad1932b5187;7422.772430838889;1959.2093936953365;0.0;0.0;255;0;Ritzy Motion;2;none;1;0;0;
5541cd08-d89a-4059-b58e-b5fdfd6f886c;11969.1687943492;2812.576709790568;0.0;0.0;188;6;Offbeat Ervin;3;none;0;0;0;
42af8be7-5aa6-40ad-9a90-16308d0ecaef;12354.789816504903;3448.0942960106377;0.0;0.0;0;6;Offbeat Ervin;1;none;0;0;0;
8043fa12-7473-4dec-a8c4-55eba096efdc;11836.445707823816;2958.3071784524645;0.0;0.0;260;6;Offbeat Ervin;1;none;0;0;0;
0fee93ca-06b4-4a2e-baa7-1bc1e4b1019f;11372.803044529383;2751.5422144069125;0.0;0.0;0;6;Offbeat Ervin;1;none;0;0;0;
79336493-5032-4a15-a4bd-b25feb480dc4;12088.629849421572;2553.3835906756312;0.0;0.0;93;6;Offbeat Ervin;1;none;0;0;0;
7ef362c1-3ceb-41e7-b746-043e21319975;12219.853714689043;2908.13199945561;0.0;0.0;0;0;Offbeat Ervin;1;none;1;0;0;
a2f11b13-3b94-471e-915d-9918794cf514;11573.045607525653;3385.111689837472;0.0;0.0;186;0;Offbeat Ervin;4;SHIP_SYSTEM:SENSORS3:;0;0;0;
536e234e-75de-4ed1-8229-54cd6b1aaa49;1977.5242331927113;2777.6211774561057;0.12964268757535416;0.099354461215042;45;3;Solid Fuannohlie;1;none;0;0;0;
