351f17d0-0e55-4b11-ab13-023144d47fd8;PILOTING2;5;5;2;1;0;10000;0;0;14;1;
20587eeb-4295-4379-b65a-503d25bdb133;BOU_REACTOR4;5;2;2;2;0;8000;0;0;37;0;1;
54f14809-1551-4d2d-9cf2-0edccd18bc5b;OXYGEN2;10;4;2;1;0;2000;2;0;3;1;1;
daa56ee7-edc4-44da-95b9-6357aba164df;DOOR_CONTROL2;7;5;2;1;0;2000;0;0;13;1;1;
e3fde316-26d7-499a-abfe-de30d7b9b05d;ENGINES2;4;4;2;1;0;1400;0;0;13;1;1;
e6f4c4f9-148d-43d3-8efe-e5d5a59edf7a;HYPERDRIVE1;5;7;2;2;0;1000;0;0;39;0;1;
210d45ae-de1a-4cdd-813b-8e4cd885409b;BOU_SHIELDS1;12;3;2;2;0;1000;2;0;37;0;1;
659bb4d1-7c52-411a-b1a3-5d150497339a;BOU_Pierce_laser2;2;2;2;2;0;1500;2;1440;38;1;344.0;6792.0;2520.0;0;
d992e458-b63b-4614-a2aa-db51cfd75273;BOU_Pierce_laser2;12;6;2;2;0;1500;2;1440;38;1;343.0;6696.0;2472.0;0;
71f560a9-5d7d-4f03-859b-ea34ba53d277;WEAPONS_CONTROL2;8;6;2;1;0;4000;0;0;3;1;
9881ed42-4bb8-40bb-a5c6-4df9ce80e23b;SENSORS2;4;6;2;1;0;2000;0;0;13;1;1;
