8b10bda0-52fe-4311-b752-0a79d88964a4;2120.4283449555896;7294.558656026372;0.0;0.0;314;9;Zealous Taura;1;none;0;0;0;
cf8b2ad7-5ed2-49eb-97e9-383052ae925c;2284.614793772282;7289.468149826928;0.0;0.0;108;9;Zealous Taura;1;none;0;0;0;
4b6b92b5-fd3b-4aa4-bfd1-0bdd3f8b3379;2326.172008557027;6764.787899640327;0.0;0.0;9;9;Zealous Taura;1;none;0;0;0;
0f5c6782-46f1-42d8-ab8a-aebb7e08540a;2158.135515201542;7384.62954125467;0.0;0.0;19;9;Zealous Taura;0;none;0;0;0;
2d475e90-2885-4ff7-8294-378d80bac436;1942.4328854499058;6884.123226213459;0.0;0.0;267;9;Zealous Taura;1;none;0;0;0;
fc34010e-2574-4e9f-8080-f2190fb8a39d;2023.4048584862742;7413.599620244236;0.0;0.0;93;0;Zealous Taura;4;SHIP_SYSTEM:HYPERDRIVE1:;0;0;0;
e05609eb-529e-474a-88e9-30562b8cb988;1671.8891304348022;700.3882662830476;0.0;0.0;132;8;Lively Nyphyana;3;none;0;0;0;
0673f3e4-6a07-4826-a37b-4abd775b4417;1649.927442503647;1354.7547799842123;0.0;0.0;263;8;Lively Nyphyana;0;none;0;0;0;
dae71a20-a9a3-4d83-9d8c-95c2536c24ab;2104.5563076085823;1132.3462078415328;0.0;0.0;228;8;Lively Nyphyana;3;none;0;0;0;
87e7661e-13b5-41a3-b046-4ce484f29869;1518.3163954241795;1039.2853800226649;0.0;0.0;295;8;Lively Nyphyana;1;none;0;0;0;
2bddd172-4910-47ba-8143-ece565fb6243;1472.2932541206003;591.4789575071719;0.0;0.0;54;8;Lively Nyphyana;1;none;0;0;0;
bc4b6da2-e17d-4688-80b4-d5957379c5f3;2161.2981209563045;1083.8007796601296;0.0;0.0;0;0;Lively Nyphyana;1;none;2;0;0;
ff6995bb-69c3-41a1-b1ff-8f875efb8c5b;6992.926331237617;9383.193939859597;0.0;0.0;0;9;Bumpy Antelope;1;none;0;0;0;
254e58e2-cb00-47c2-bf43-5658ada2b622;6947.394920132265;9797.8782423953;0.0;0.0;180;9;Bumpy Antelope;0;none;0;0;0;
ad2913bf-02d2-49cd-93c7-923b9d8481dc;6916.148115619461;9609.41857455423;0.0;0.0;220;9;Bumpy Antelope;0;none;0;0;0;
88521fa5-0365-4276-93cd-528027c4b10b;6586.30148942072;9340.944315928948;0.0;0.0;15;9;Bumpy Antelope;3;none;0;0;0;
4815c073-f34b-43c5-a2cd-e41611020a43;6360.265256934533;9286.426344170706;0.0;0.0;165;9;Bumpy Antelope;3;none;0;0;0;
ae4001b0-db7b-4865-8ee7-9050eb7f75b9;6486.811517281016;9258.593742424888;0.0;0.0;140;0;Bumpy Antelope;2;none;1;0;0;
