3a2a3ce3-dcba-4a07-9392-824a8f364d9c;9443.013287663214;9321.125401738871;0.0;0.0;177;1;207-4579 station;2;none;0;0;0;
f3607763-f71b-47c5-9936-43fc8fa3dea8;9889.440782078595;8892.557787921638;0.0;0.0;288;1;207-4579 station;2;none;0;0;0;
23ec1d05-1c3e-48bb-835f-54825b5d1468;4727.821978835588;7598.739545291841;0.0;0.0;250;1;210-7587 station;1;none;0;0;0;
817ad3c0-28a1-40e6-aa41-3ed849fddf11;4166.943188195885;8293.521616422606;0.0;0.0;159;1;210-7587 station;2;none;0;0;0;
a05bedb0-714d-467f-bdd4-b5b17fc7c320;2070.4471375800213;12541.860051449305;0.0;0.0;348;1;Broad Earl Of Egmont;0;none;0;0;0;
9af79f1e-536f-42d6-985a-dedc504edbd4;3549.9813829461154;11681.637467754632;0.0;0.0;342;1;Cooperative Michelle;2;none;0;0;0;
c586f840-8e74-4fe1-9cc4-fd24bf76eb91;2237.879026577509;8323.277135641383;0.0;0.0;68;1;Broad Earl Of Egmont;3;none;0;0;0;
d913469c-b479-433b-a31e-e6fda44f80f9;8434.817084351189;2911.9165589078398;0.0;0.0;137;1;Cooperative Michelle;0;none;0;0;0;
5408d67a-6b1c-4c4e-9c19-e14b1a4c04a7;8871.527401411566;8141.891893059565;0.0;0.0;351;1;207-4579 station;0;none;0;0;0;
e3b67277-830e-486f-b713-6ce3ba09a5d1;8568.886358792284;8412.08737322051;0.0;0.0;358;1;207-4579 station;0;none;0;0;0;
6cb02cd1-5ebc-4ff6-b706-ea8b92db5872;4696.502902611901;8314.517633006612;0.0;0.0;351;1;210-7587 station;3;none;0;0;0;
aea46071-67f6-4dc3-9a8c-6df5606b8468;3422.9419601551576;8198.28733000881;0.0;0.0;2;1;210-7587 station;1;none;0;0;0;
5305b2b3-adc7-4aee-b1f6-85425a53110a;2380.1370386939566;8934.873532019696;0.0;0.0;216;10;Broad Earl Of Egmont;3;none;0;0;0;
15828e7b-85e6-4ba1-913e-98dc4443959c;1622.8369470054195;8687.748653171831;0.0;0.0;214;10;Broad Earl Of Egmont;3;none;0;0;0;
9b71da36-848e-4a6f-ad5c-1e9a627a00f9;1748.5032216660013;9143.844603664274;0.0;0.0;50;10;Broad Earl Of Egmont;2;none;0;0;0;
dc9b6f14-7b2f-4303-99f1-bfb1c8257197;1523.8955649615557;9231.66211428973;0.0;0.0;63;10;Broad Earl Of Egmont;0;none;0;0;0;
0a510c30-32fc-41b3-825f-0c0f7fccdc62;1953.4805156692366;9137.16913721416;0.0;0.0;146;10;Broad Earl Of Egmont;0;none;0;0;0;
20aa6519-85e1-4d25-8411-d683f2ca4a13;2308.5859162944917;9042.651416318015;0.0;0.0;144;0;Broad Earl Of Egmont;1;none;1;0;0;
9b9ca92a-8dbc-435e-9a23-b8ed5b44e390;8877.747331421222;2831.1372823401152;0.0;0.0;150;1;Cooperative Michelle;3;none;0;0;0;
1f7a8ceb-b5ed-4eca-b6b8-0ffc1b16fb2e;8244.321952601224;2477.0744434689886;-0.011504359566508653;0.0;210;1;Cooperative Michelle;0;none;0;0;0;
cc1a3420-cf59-4ad8-bb7f-fb2c013812b2;10218.007675444118;8431.901138934776;0.010479314784306892;0.0;345;1;207-4579 station;0;none;0;0;0;
7f6416b4-4f4b-4486-a37f-bb21fb57245e;4164.912376146489;8387.526561181654;0.0;0.0;330;1;210-7587 station;1;none;0;0;0;
