e1d1a959-3359-4c81-9e75-dcd528dc3fd6;PILOTING2;3;5;2;1;0;10000;0;0;5;1;
dc8c9d3e-f34e-4b34-aa2f-581172b13850;BOU_REACTOR4;8;5;2;2;0;8000;0;0;37;0;1;
a9af2d98-59ba-4eea-8fc0-5500318f8a8b;OXYGEN2;6;6;2;1;0;2000;2;0;14;1;1;
ce6809e1-f8e5-48ae-a322-b920409d36f4;DOOR_CONTROL3;3;2;2;1;0;3000;0;0;2;1;1;
71434eeb-2bbe-4443-9302-634dcea2f2cd;BOU_ENGINES2;6;4;2;1;0;1400;0;0;5;1;1;
5af424f6-d440-4852-80e6-0866da6f2fa9;BOU_HYPERDRIVE3;2;3;2;2;0;4000;0;0;46;0;1;
e570b600-91bc-4fb8-924a-8dd37414f15d;SHIELDS2;2;6;2;2;0;2000;4;0;46;0;1;
3b2a9aec-e5e6-482a-8baa-910a57c46f16;Pierce_laser2;5;7;2;2;0;1500;0;0;40;0;0.0;0.0;0.0;0;
08538c27-09d9-4130-8be0-e8915e49e4c4;BOU_Basic_laser2;12;4;2;2;0;1000;0;0;45;0;0.0;0.0;0.0;0;
a2676f60-3305-498d-ac74-d0ad540e40da;WEAPONS_CONTROL1;10;5;2;1;0;2000;0;0;1;1;
307fee1a-4ff0-4202-beb0-a8c3383f5aec;SENSORS1;3;8;2;1;0;1000;0;0;3;1;1;
