3784e02b-fc08-4ff3-8992-dbca7a70b7da;TELEPORT2;8;7;2;1;0;1000;2;1600;1;1;1;
7e6c4fb4-bd7b-4bf5-a09a-158efe86bff0;PILOTING2;2;7;2;1;0;10000;0;0;3;1;
f102dad8-1255-4fcf-a54b-bccd3160790b;BOU_REACTOR4;2;2;2;2;0;8000;0;0;57;0;1;
69ca9438-0fc8-4e64-b364-365d1c851463;OXYGEN2;4;5;2;1;0;2000;2;0;3;1;1;
9f46c4ba-28c6-41f7-8871-a298b22b53ca;DOOR_CONTROL1;2;1;2;1;0;1000;0;0;2;1;1;
b88c8eba-bb9c-4fc3-a0c1-6201b539ad13;ENGINES1;8;1;2;1;0;1000;0;0;1;1;1;
1fea69df-8e50-49cd-9616-93722f26ec8e;HYPERDRIVE1;6;2;2;2;0;1000;0;0;58;0;1;
1cf707b6-00ba-4181-b434-cbfa264a0d7c;BOU_SHIELDS5;2;5;2;2;0;5000;10;0;57;0;1;
fb465a87-a182-41ae-8244-fdc372a965cf;BOU_Dual_laser2;6;5;2;2;0;1000;2;778;58;0;327.0;9672.0;7128.0;0;
25e25454-2b03-45e4-9a29-294302ce8321;WEAPONS_CONTROL1;6;7;2;1;0;2000;0;0;3;1;
7d201485-abaa-4b2d-a58f-965e8b5c85b4;SENSORS1;7;4;2;1;0;1000;0;0;5;1;1;
