6574e9eb-948f-4393-8422-d6d868310240;PILOTING2;10;6;2;1;0;10000;0;0;14;1;
2513afcc-351f-47f0-8f82-f2ce5ca984db;BOU_REACTOR4;12;5;2;2;0;8000;0;0;40;0;1;
8482d1bd-43e1-4fcb-914d-c2443291b849;OXYGEN2;7;4;2;1;0;2000;2;0;2;1;1;
a8f7c41b-4c24-437c-a5e5-bf4ac024209d;DOOR_CONTROL4;4;7;2;1;0;4000;0;0;1;1;1;
05ca320d-c73b-4309-9f06-1eebdef271bb;ENGINES3;11;4;2;1;0;1800;0;0;1;1;1;
8845918d-49c5-4440-a6fe-3ca583d067e8;HYPERDRIVE1;2;6;2;2;0;1000;0;0;47;0;1;
a39b2d39-1390-45ce-b6d0-47d5047a449d;SHIELDS4;14;4;2;2;0;1500;8;0;37;0;1;
baca9bd0-e3bc-4acb-a021-68fdad787ffb;FIRE_BEAM2;2;3;2;2;1;0;2;0;47;0;0.0;0.0;0.0;0;
a66c51d4-1aed-48e1-bd2d-3d76e1eba8a3;Basic_ML1;9;4;2;2;0;800;1;680;59;1;94.0;3000.0;11592.0;0;
f54b250e-3a1e-4571-96ea-4493a1b7bee9;WEAPONS_CONTROL2;3;5;2;1;0;4000;0;0;14;1;
33ed38c9-cf52-403e-bd18-247fdaf3baec;SENSORS2;5;5;2;1;0;2000;0;0;1;1;1;
