895dff6c-65e7-4119-b70f-32ac9472da2d;MEDICAL2;11;9;2;1;0;4000;2;0;3;1;
f25ecd28-f8aa-4066-a5be-3cf48d87fd66;PILOTING2;8;8;2;1;0;10000;0;0;2;1;
511f76a1-fee7-40ef-9aa2-1107170504f8;BOU_REACTOR4;12;6;2;2;0;8000;0;0;46;0;1;
4a245314-ccf0-4ae5-b77a-01d9ebd488c5;OXYGEN1;10;8;2;1;0;1000;1;0;2;1;1;
8820a0a8-7ab0-45ff-a2b6-e9abdbab9773;DOOR_CONTROL4;6;11;2;1;0;4000;0;0;1;1;1;
1a073c3c-3fb1-448a-a231-fa1871aae4d2;ENGINES2;12;8;2;1;0;1400;0;0;6;1;1;
135557a9-e197-4702-9d83-60e0a1fc4dcd;HYPERDRIVE1;1;2;2;2;0;1000;0;0;38;0;1;
cb3e59f4-58d2-43da-b601-16e47b4a6c8b;SHIELDS5;12;3;2;2;0;5000;10;0;38;0;1;
4fdd254c-af52-4053-8231-fc42278ce845;Railgun2;8;2;2;2;0;1600;3;2520;38;1;193.0;7320.0;2472.0;0;
211ccbe3-65ac-4bc2-9381-a67c99471c1a;Emp1;6;13;2;2;0;1000;2;1680;37;1;186.0;6792.0;2376.0;0;
a1fa02f1-ec63-426a-9ba9-24c8c0f9d3ff;WEAPONS_CONTROL2;10;3;2;1;0;4000;0;0;1;1;
d563e9e8-fff0-4239-aa7a-432f89f5f391;SENSORS1;5;2;2;1;0;1000;0;0;1;1;1;
