82a0b9f7-6342-4e81-b705-208f33d28368;TELEPORT2;4;5;2;1;0;1000;2;1600;3;1;1;
4b5bc482-21d1-46f7-befb-254b31a066d4;MEDICAL2;2;7;2;1;0;4000;2;0;3;1;
3288cad9-d395-4642-a938-10df9fb2a9a5;PILOTING2;1;4;2;1;0;10000;0;0;13;1;
1ed1f8cd-d8f9-4596-8dd0-39f3b1cadf7d;BOU_REACTOR4;6;2;2;2;0;8000;0;0;58;0;1;
11088855-2fe4-4aa2-8d86-72bebaf73129;OXYGEN2;6;7;2;1;0;2000;2;0;3;1;1;
69e59e0b-dabe-4380-bcb7-99d6c8e0dc11;DOOR_CONTROL2;4;4;2;1;0;2000;0;0;4;1;1;
93b86741-644c-430d-a1bb-68e0818b7034;ENGINES2;6;1;2;1;0;1400;0;0;2;1;1;
a01ccac1-0ac8-4f95-b519-2f24d017be82;BOU_HYPERDRIVE2;2;2;2;2;0;3000;0;0;57;0;1;
32a1baea-6d35-475f-9251-ea9bc1eb7337;SHIELDS2;6;5;2;2;0;2000;4;0;58;0;1;
828dbe20-396d-4a3d-bf0e-9b2b8e16f5db;BOU_Breacher1;2;5;2;2;0;1500;2;1520;57;1;285.0;9720.0;1608.0;0;
3cc33546-6086-4fa6-8815-decfb3d7cc1c;WEAPONS_CONTROL1;2;1;2;1;0;2000;0;0;2;1;
59f0474a-0d44-42fa-824b-52d585c58906;SENSORS2;8;1;2;1;0;2000;0;0;1;1;1;
deface80-07ea-42ac-93e2-85f52a108a6d;BOU_TELEPORT2;8;7;2;1;0;1000;2;1600;1;1;1;
